00:00:00 08/02/2005,         0.0,    130,     127.687,      4,"",    255,       -1.66,    130,        5.00,    130,"",    255
00:00:00 09/02/2005,         0.0,    130,     127.682,      4,"",    255,        1.00,    130,        5.00,    130,"",    255
00:00:00 10/02/2005,        21.0,    130,     127.686,      4,"",    255,       32.30,    130,        5.63,    130,"",    255
00:00:00 11/02/2005,        13.2,    130,     127.706,      4,"",    255,       22.00,    130,        6.00,    130,"",    255
00:00:00 12/02/2005,         0.4,    130,     127.710,      4,"",    255,        6.00,    130,        6.00,    130,"",    255
00:00:00 13/02/2005,         1.9,    130,     127.710,      4,"",    255,        6.00,    130,        6.00,    130,"",    255
00:00:00 14/02/2005,         1.1,    130,     127.705,      4,"",    255,       -0.68,    130,        6.00,    130,"",    255
00:00:00 15/02/2005,         0.0,    130,     127.700,      4,"",    255,       -4.68,    130,        6.00,    130,"",    255
00:00:00 16/02/2005,         0.5,    130,     127.690,      4,"",    255,        2.00,    130,        6.00,    130,"",    255
00:00:00 17/02/2005,         1.1,    130,     127.686,      4,"",    255,       -0.67,    130,        6.00,    130,"",    255
00:00:00 18/02/2005,         0.5,    130,     127.680,      4,"",    255,        2.00,    130,        6.00,    130,"",    255
00:00:00 19/02/2005,         0.0,    130,     127.675,      4,"",    255,       -0.66,    130,        6.00,    130,"",    255
00:00:00 20/02/2005,         0.0,    130,     127.665,      4,"",    255,        1.20,    130,       18.50,    130,"",    255
00:00:00 21/02/2005,         0.0,    130,     127.639,      4,"",    255,       -4.77,    130,       29.75,    130,"",    255
00:00:00 22/02/2005,        10.4,    130,     127.622,      4,"",    255,       23.09,    130,       25.75,    130,"",    255
00:00:00 23/02/2005,         6.2,    130,     127.628,      4,"",    255,       16.70,    130,       22.00,    130,"",    255
00:00:00 24/02/2005,         0.0,    130,     127.607,      4,"",    255,        0.81,    130,       22.00,    130,"",    255
00:00:00 25/02/2005,         0.0,    130,     127.585,      4,"",    255,      -12.90,    130,        8.25,    130,"",    255
00:00:00 26/02/2005,         0.0,    130,     127.565,      4,"",    255,      -14.53,    130,        0.00,    130,"",    255
00:00:00 27/02/2005,         0.0,    130,     127.539,      4,"",    255,      -30.29,    130,        0.00,    130,"",    255
00:00:00 28/02/2005,         3.1,    130,     127.515,      4,"",    255,      -28.93,    130,        0.00,    130,"",    255
00:00:00 01/03/2005,         1.9,    130,     127.497,      4,"",    255,      -20.99,    130,        0.00,    130,"",    255
00:00:00 02/03/2005,         0.0,    130,     127.476,      4,"",    255,      -27.49,    130,        0.00,    130,"",    255
00:00:00 03/03/2005,         0.0,    130,     127.451,      4,"",    255,      -44.37,    130,        0.00,    130,"",    255
00:00:00 04/03/2005,         0.0,    130,     127.427,      4,"",    255,      -19.56,    130,        0.00,    130,"",    255
00:00:00 05/03/2005,         0.0,    130,     127.405,      4,"",    255,      -13.00,    130,        0.00,    130,"",    255
00:00:00 06/03/2005,         0.4,    130,     127.378,      4,"",    255,      -20.78,    130,        0.00,    130,"",    255
00:00:00 07/03/2005,         0.2,    130,     127.353,      4,"",    255,      -27.21,    130,        0.00,    130,"",    255
00:00:00 08/03/2005,         0.0,    130,     127.331,      4,"",    255,      -11.24,    130,        6.88,    130,"",    255
00:00:00 09/03/2005,         0.0,    130,     127.317,      4,"",    255,       -7.86,    130,       15.38,    130,"",    255
00:00:00 10/03/2005,        53.8,    130,     127.336,      4,"",    255,       84.12,    130,       18.00,    130,"",    255
00:00:00 11/03/2005,        32.3,    130,     127.412,      4,"",    255,       58.13,    130,       18.00,    130,"",    255
00:00:00 12/03/2005,         0.2,    130,     127.398,      4,"",    255,        1.09,    130,       18.00,    130,"",    255
00:00:00 13/03/2005,         1.4,    130,     127.376,      4,"",    255,       -2.78,    130,       18.00,    130,"",    255
00:00:00 14/03/2005,         1.1,    130,     127.358,      4,"",    255,       10.21,    130,       18.00,    130,"",    255
00:00:00 15/03/2005,         0.2,    130,     127.338,      4,"",    255,       -7.89,    130,       18.00,    130,"",    255
00:00:00 16/03/2005,         0.0,    130,     127.322,      4,"",    255,       -3.99,    130,       18.00,    130,"",    255
00:00:00 17/03/2005,         3.8,    130,     127.305,      4,"",    255,        1.22,    130,       18.00,    130,"",    255
00:00:00 18/03/2005,        24.1,    130,     127.311,      4,"",    255,       36.08,    130,       18.00,    130,"",    255
00:00:00 19/03/2005,        13.1,    130,     127.328,      4,"",    255,       27.03,    130,       18.00,    130,"",    255
00:00:00 20/03/2005,         0.0,    130,     127.315,      4,"",    255,        1.21,    130,       18.00,    130,"",    255
00:00:00 21/03/2005,         0.0,    130,     127.295,      4,"",    255,       -2.64,    130,       18.00,    130,"",    255
00:00:00 22/03/2005,         0.0,    130,     127.276,      4,"",    255,       -2.60,    130,       18.00,    130,"",    255
00:00:00 23/03/2005,         0.0,    130,     127.258,      4,"",    255,       -2.57,    130,       18.00,    130,"",    255
00:00:00 24/03/2005,         0.0,    130,     127.242,      4,"",    255,        3.88,    130,       18.00,    130,"",    255
00:00:00 25/03/2005,         0.0,    130,     127.223,      4,"",    255,        1.34,    130,       18.00,    130,"",    255
00:00:00 26/03/2005,         8.4,    130,     127.203,      4,"",    255,       -2.48,    130,       18.00,    130,"",    255
00:00:00 27/03/2005,         5.0,    130,     127.191,      4,"",    255,       -2.44,    130,       18.00,    130,"",    255
00:00:00 28/03/2005,         0.0,    130,     127.170,      4,"",    255,       -1.16,    130,       19.25,    130,"",    255
00:00:00 29/03/2005,         0.4,    130,     127.152,      4,"",    255,        5.99,    130,       20.00,    130,"",    255
00:00:00 30/03/2005,         0.6,    130,     127.132,      4,"",    255,        3.47,    130,       20.00,    130,"",    255
00:00:00 31/03/2005,         0.9,    130,     127.117,      4,"",    255,        3.52,    130,       17.50,    130,"",    255
00:00:00 01/04/2005,         0.4,    130,     127.104,      4,"",    255,       -8.70,    130,       14.13,    130,"",    255
00:00:00 02/04/2005,         0.0,    130,     127.089,      4,"",    255,       -2.86,    130,       14.88,    130,"",    255
00:00:00 03/04/2005,         0.0,    130,     127.070,      4,"",    255,        0.82,    130,       17.25,    130,"",    255
00:00:00 04/04/2005,         6.0,    130,     127.048,      4,"",    255,       15.36,    130,       29.25,    130,"",    255
00:00:00 05/04/2005,         7.1,    130,     127.035,      4,"",    255,       15.91,    130,       26.00,    130,"",    255
00:00:00 06/04/2005,         8.4,    130,     127.040,      4,"",    255,       11.84,    130,       15.63,    130,"",    255
00:00:00 07/04/2005,        10.1,    130,     127.050,      3,"",    255,       14.25,    130,       14.25,    130,"",    255
00:00:00 08/04/2005,        25.2,    130,     127.061,      3,"",    255,       47.29,    130,        9.38,    130,"",    255
00:00:00 09/04/2005,        15.3,    130,     127.071,      3,"",    255,       39.46,    130,       10.38,    130,"",    255
00:00:00 10/04/2005,         3.6,    130,     127.081,      3,"",    255,       20.65,    130,       10.50,    130,"",    255
00:00:00 11/04/2005,         1.3,    130,     127.091,      3,"",    255,       13.43,    130,        9.63,    130,"",    255
00:00:00 12/04/2005,         0.5,    130,     127.097,      3,"",    255,        3.66,    130,       10.00,    130,"",    255
00:00:00 13/04/2005,         0.4,    130,     127.099,      3,"",    255,        3.07,    130,        6.88,    130,"",    255
00:00:00 14/04/2005,         0.1,    130,     127.099,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 15/04/2005,         0.0,    130,     127.099,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 16/04/2005,         1.4,    130,     127.099,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 17/04/2005,         1.2,    130,     127.099,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 18/04/2005,         0.2,    130,     127.100,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 19/04/2005,         0.0,    130,     127.100,      3,"",    255,       -0.71,    130,        5.63,    130,"",    255
00:00:00 20/04/2005,         1.9,    130,     127.085,      3,"",    255,      -14.21,    130,        2.25,    130,"",    255
00:00:00 21/04/2005,         2.4,    130,     127.063,      3,"",    255,      -20.23,    130,        0.00,    130,"",    255
00:00:00 22/04/2005,         6.0,    130,     127.047,      3,"",    255,      -20.20,    130,        0.00,    130,"",    255
00:00:00 23/04/2005,         3.5,    130,     127.033,      3,"",    255,      -20.16,    130,        0.00,    130,"",    255
00:00:00 24/04/2005,         0.2,    130,     127.013,      3,"",    255,      -20.04,    130,        0.00,    130,"",    255
00:00:00 25/04/2005,         0.0,    130,     126.995,      3,"",    255,      -13.68,    130,        0.00,    130,"",    255
00:00:00 26/04/2005,         0.0,    130,     126.975,      3,"",    255,      -16.07,    130,        0.00,    130,"",    255
00:00:00 27/04/2005,         2.0,    130,     126.957,      3,"",    255,      -13.59,    130,        0.00,    130,"",    255
00:00:00 28/04/2005,         1.4,    130,     126.942,      3,"",    255,      -22.19,    130,        0.00,    130,"",    255
00:00:00 29/04/2005,         0.1,    130,     126.920,      3,"",    255,      -23.39,    130,        0.00,    130,"",    255
00:00:00 30/04/2005,         0.0,    130,     126.898,      3,"",    255,      -13.52,    130,        0.00,    130,"",    255
00:00:00 01/05/2005,         0.0,    130,     126.883,      3,"",    255,      -22.08,    130,        0.00,    130,"",    255
00:00:00 02/05/2005,         3.5,    130,     126.863,      3,"",    255,      -17.16,    130,        0.00,    130,"",    255
00:00:00 03/05/2005,         2.9,    130,     126.847,      3,"",    255,      -15.90,    130,        0.00,    130,"",    255
00:00:00 04/05/2005,         1.4,    130,     126.825,      3,"",    255,       -7.04,    130,       12.50,    130,"",    255
00:00:00 05/05/2005,         1.0,    130,     126.812,      3,"",    255,        7.68,    130,       15.00,    130,"",    255
00:00:00 06/05/2005,         0.4,    130,     126.810,      3,"",    255,       11.38,    130,       11.38,    130,"",    255
00:00:00 07/05/2005,         3.0,    130,     126.809,      3,"",    255,        9.75,    130,        9.75,    130,"",    255
00:00:00 08/05/2005,         4.6,    130,     126.808,      3,"",    255,        9.00,    130,        9.00,    130,"",    255
00:00:00 09/05/2005,         1.9,    130,     126.812,      3,"",    255,       13.22,    130,        7.13,    130,"",    255
00:00:00 10/05/2005,         0.2,    130,     126.820,      3,"",    255,        9.03,    130,        5.38,    130,"",    255
00:00:00 11/05/2005,        15.1,    130,     126.821,      3,"",    255,       23.96,    130,        5.63,    130,"",    255
00:00:00 12/05/2005,        20.0,    130,     126.854,      3,"",    255,       58.07,    130,        4.13,    130,"",    255
00:00:00 13/05/2005,         7.0,    130,     126.934,      3,"",    255,       58.98,    130,        2.38,    130,"",    255
00:00:00 14/05/2005,         0.2,    130,     126.978,      3,"",    255,       33.50,    130,        2.63,    130,"",    255
00:00:00 15/05/2005,         0.0,    130,     126.993,      3,"",    255,       16.62,    130,        3.00,    130,"",    255
00:00:00 16/05/2005,         0.0,    130,     127.000,      3,"",    255,        6.72,    130,        3.00,    130,"",    255
00:00:00 17/05/2005,         0.8,    130,     127.005,      3,"",    255,        9.29,    130,        3.00,    130,"",    255
00:00:00 18/05/2005,         0.5,    130,     127.010,      3,"",    255,        6.77,    130,        3.00,    130,"",    255
00:00:00 19/05/2005,         2.0,    130,     127.012,      3,"",    255,        9.29,    130,        3.00,    130,"",    255
00:00:00 20/05/2005,         3.1,    130,     127.018,      3,"",    255,        7.36,    130,        9.88,    130,"",    255
00:00:00 21/05/2005,         1.1,    130,     127.012,      3,"",    255,        7.72,    130,       11.50,    130,"",    255
00:00:00 22/05/2005,         0.0,    130,     127.007,      3,"",    255,        3.09,    130,        9.38,    130,"",    255
00:00:00 23/05/2005,         0.0,    130,     127.000,      3,"",    255,       -0.40,    130,        3.38,    130,"",    255
00:00:00 24/05/2005,         0.0,    130,     127.000,      3,"",    255,        2.50,    130,        2.50,    130,"",    255
00:00:00 25/05/2005,         0.0,    130,     127.000,      3,"",    255,        5.25,    130,        5.25,    130,"",    255
00:00:00 26/05/2005,         0.0,    130,     126.997,      3,"",    255,       -0.19,    130,        6.00,    130,"",    255
00:00:00 27/05/2005,         0.0,    130,     126.992,      3,"",    255,        2.28,    130,        6.00,    130,"",    255
00:00:00 28/05/2005,         0.0,    130,     126.987,      3,"",    255,        2.94,    130,        9.13,    130,"",    255
00:00:00 29/05/2005,         0.0,    130,     126.978,      3,"",    255,       -0.15,    130,        9.75,    130,"",    255
00:00:00 30/05/2005,         0.0,    130,     126.973,      3,"",    255,       -1.51,    130,        8.38,    130,"",    255
00:00:00 31/05/2005,         0.0,    130,     126.966,      3,"",    255,        3.67,    130,        7.38,    130,"",    255
00:00:00 01/06/2005,         0.0,    130,     126.960,      3,"",    255,        7.00,    130,        7.00,    130,"",    255
00:00:00 02/06/2005,         0.0,    130,     126.958,      3,"",    255,        3.95,    130,       10.13,    130,"",    255
00:00:00 03/06/2005,         0.0,    130,     126.951,      3,"",    255,        2.13,    130,       12.00,    130,"",    255
00:00:00 04/06/2005,         0.0,    130,     126.941,      3,"",    255,        2.14,    130,       12.00,    130,"",    255
00:00:00 05/06/2005,         0.0,    130,     126.932,      3,"",    255,        1.52,    130,       11.38,    130,"",    255
00:00:00 06/06/2005,         0.1,    130,     126.923,      3,"",    255,        7.31,    130,       11.00,    130,"",    255
00:00:00 07/06/2005,         0.5,    130,     126.917,      3,"",    255,        2.97,    130,        9.13,    130,"",    255
00:00:00 08/06/2005,         0.9,    130,     126.910,      3,"",    255,        6.18,    130,        9.88,    130,"",    255
00:00:00 09/06/2005,         0.4,    130,     126.910,      3,"",    255,       11.63,    130,       11.63,    130,"",    255
00:00:00 10/06/2005,         0.0,    130,     126.902,      3,"",    255,       -0.29,    130,       12.00,    130,"",    255
00:00:00 11/06/2005,         0.4,    130,     126.890,      3,"",    255,        2.75,    130,       10.13,    130,"",    255
00:00:00 12/06/2005,         0.2,    130,     126.886,      3,"",    255,        4.11,    130,       10.25,    130,"",    255
00:00:00 13/06/2005,         0.0,    130,     126.883,      3,"",    255,        7.32,    130,       11.00,    130,"",    255
00:00:00 14/06/2005,         5.9,    130,     126.880,      3,"",    255,       17.14,    130,       11.00,    130,"",    255
00:00:00 15/06/2005,         3.8,    130,     126.881,      3,"",    255,        4.80,    130,        7.25,    130,"",    255
00:00:00 16/06/2005,         0.1,    130,     126.881,      3,"",    255,        1.32,    130,        5.00,    130,"",    255
00:00:00 17/06/2005,         0.0,    130,     126.880,      3,"",    255,       -1.13,    130,        5.00,    130,"",    255
00:00:00 18/06/2005,         0.2,    130,     126.876,      3,"",    255,        1.32,    130,        5.00,    130,"",    255
00:00:00 19/06/2005,         0.9,    130,     126.877,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 20/06/2005,         0.5,    130,     126.872,      3,"",    255,        4.38,    130,        4.38,    130,"",    255
00:00:00 21/06/2005,         0.0,    130,     126.870,      3,"",    255,       -0.88,    130,        5.25,    130,"",    255
00:00:00 22/06/2005,         0.0,    130,     126.866,      3,"",    255,        2.32,    130,        6.00,    130,"",    255
00:00:00 23/06/2005,         0.0,    130,     126.860,      3,"",    255,       -0.12,    130,        6.00,    130,"",    255
00:00:00 24/06/2005,         0.0,    130,     126.852,      3,"",    255,        6.08,    130,        9.75,    130,"",    255
00:00:00 25/06/2005,         0.9,    130,     126.850,      3,"",    255,        5.13,    130,        5.13,    130,"",    255
00:00:00 26/06/2005,         2.4,    130,     126.850,      3,"",    255,        1.00,    130,        1.00,    130,"",    255
00:00:00 27/06/2005,         6.9,    130,     126.855,      3,"",    255,       13.25,    130,        1.00,    130,"",    255
00:00:00 28/06/2005,        19.1,    130,     126.868,      3,"",    255,       27.38,    130,        1.63,    130,"",    255
00:00:00 29/06/2005,        74.6,    130,     126.941,      3,"",    255,      454.20,    130,        7.63,    130,"",    255
00:00:00 30/06/2005,        42.9,    130,     127.716,      3,"",    255,      600.19,    130,        7.25,    130,"",    255
00:00:00 01/07/2005,         2.3,    130,     128.085,      3,"",    255,      258.05,    130,        2.50,    130,"",    255
00:00:00 02/07/2005,         0.0,    130,     128.153,      3,"",    255,       56.26,    130,        1.00,    130,"",    255
00:00:00 03/07/2005,         0.0,    130,     128.189,      3,"",    255,       35.16,    130,        1.00,    130,"",    255
00:00:00 04/07/2005,         0.4,    130,     128.212,      3,"",    255,       28.10,    130,        1.00,    130,"",    255
00:00:00 05/07/2005,         0.9,    130,     128.230,      3,"",    255,       16.71,    130,        1.00,    130,"",    255
00:00:00 06/07/2005,         0.6,    130,     128.245,      3,"",    255,       19.60,    130,        1.00,    130,"",    255
00:00:00 07/07/2005,         0.1,    130,     128.260,      3,"",    255,       16.76,    130,        1.00,    130,"",    255
00:00:00 08/07/2005,         0.0,    130,     128.270,      3,"",    255,       12.47,    130,        1.00,    130,"",    255
00:00:00 09/07/2005,         0.0,    130,     128.284,      3,"",    255,       12.48,    130,        1.00,    130,"",    255
00:00:00 10/07/2005,         0.0,    130,     128.290,      3,"",    255,        5.31,    130,        1.00,    130,"",    255
00:00:00 11/07/2005,         0.0,    130,     128.290,      3,"",    255,        8.19,    130,        1.00,    130,"",    255
00:00:00 12/07/2005,         0.0,    130,     128.300,      3,"",    255,        5.31,    130,        1.00,    130,"",    255
00:00:00 13/07/2005,         0.6,    130,     128.304,      3,"",    255,        8.19,    130,        1.00,    130,"",    255
00:00:00 14/07/2005,         1.6,    130,     128.314,      3,"",    255,       12.51,    130,        1.00,    130,"",    255
00:00:00 15/07/2005,         0.8,    130,     128.321,      3,"",    255,        5.32,    130,        1.00,    130,"",    255
00:00:00 16/07/2005,         0.0,    130,     128.320,      3,"",    255,        1.00,    130,        1.00,    130,"",    255
00:00:00 17/07/2005,         0.0,    130,     128.323,      3,"",    255,        8.20,    130,        1.00,    130,"",    255
00:00:00 18/07/2005,         0.0,    130,     128.328,      3,"",    255,        5.32,    130,        1.00,    130,"",    255
00:00:00 19/07/2005,         0.0,    130,     128.330,      3,"",    255,        1.00,    130,        1.00,    130,"",    255
00:00:00 20/07/2005,         0.1,    130,     128.330,      3,"",    255,        8.21,    130,        1.00,    130,"",    255
00:00:00 21/07/2005,         1.0,    130,     128.337,      3,"",    255,        5.33,    130,        1.00,    130,"",    255
00:00:00 22/07/2005,         0.8,    130,     128.342,      3,"",    255,        8.22,    130,        1.00,    130,"",    255
00:00:00 23/07/2005,         0.1,    130,     128.348,      3,"",    255,        5.33,    130,        1.00,    130,"",    255
00:00:00 24/07/2005,         0.0,    130,     128.350,      3,"",    255,        1.00,    130,        1.00,    130,"",    255
00:00:00 25/07/2005,         0.0,    130,     128.355,      3,"",    255,        8.22,    130,        1.00,    130,"",    255
00:00:00 26/07/2005,         0.0,    130,     128.358,      3,"",    255,        5.33,    130,        1.00,    130,"",    255
00:00:00 27/07/2005,         0.0,    130,     128.360,      3,"",    255,        1.00,    130,        1.00,    130,"",    255
00:00:00 28/07/2005,         0.0,    130,     128.363,      3,"",    255,        8.23,    130,        1.00,    130,"",    255
00:00:00 29/07/2005,         0.0,    130,     128.366,      3,"",    255,       -1.89,    130,        1.00,    130,"",    255
00:00:00 30/07/2005,         0.0,    130,     128.367,      3,"",    255,        3.89,    130,        1.00,    130,"",    255
00:00:00 31/07/2005,         0.0,    130,     128.370,      3,"",    255,        7.21,    130,        2.88,    130,"",    255
00:00:00 01/08/2005,         0.0,    130,     128.370,      3,"",    255,        4.63,    130,        4.63,    130,"",    255
00:00:00 02/08/2005,         0.0,    130,     128.365,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 03/08/2005,         0.0,    130,     128.365,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 04/08/2005,         1.6,    130,     128.362,      3,"",    255,        5.00,    130,        5.00,    130,"",    255
00:00:00 05/08/2005,         1.0,    130,     128.358,      3,"",    255,       -6.04,    130,       15.63,    130,"",    255
00:00:00 06/08/2005,         0.0,    130,     128.345,      3,"",    255,        1.79,    130,       22.00,    130,"",    255
00:00:00 07/08/2005,         0.0,    130,     128.332,      3,"",    255,       10.47,    130,       22.00,    130,"",    255
00:00:00 08/08/2005,         0.0,    130,     128.318,      3,"",    255,        3.29,    130,       22.00,    130,"",    255
00:00:00 09/08/2005,         0.0,    130,     128.303,      3,"",    255,        6.18,    130,       22.00,    130,"",    255
00:00:00 10/08/2005,         0.0,    130,     128.285,      3,"",    255,        6.76,    130,       18.25,    130,"",    255
00:00:00 11/08/2005,         0.0,    130,     128.272,      3,"",    255,       -3.27,    130,       15.38,    130,"",    255
00:00:00 12/08/2005,         0.0,    130,     128.259,      3,"",    255,       -0.76,    130,       15.00,    130,"",    255
00:00:00 13/08/2005,         0.1,    130,     128.250,      3,"",    255,        3.55,    130,       15.00,    130,"",    255
00:00:00 14/08/2005,         0.0,    130,     128.242,      3,"",    255,       10.71,    130,       15.00,    130,"",    255
00:00:00 15/08/2005,         0.0,    130,     128.232,      3,"",    255,        0.71,    130,       15.00,    130,"",    255
00:00:00 16/08/2005,         0.0,    130,     128.215,      3,"",    255,        0.54,    130,       16.25,    130,"",    255
00:00:00 17/08/2005,         0.0,    130,     128.203,      3,"",    255,       -0.28,    130,       18.25,    130,"",    255
00:00:00 18/08/2005,         0.0,    130,     128.187,      3,"",    255,        3.33,    130,       19.00,    130,"",    255
00:00:00 19/08/2005,         0.0,    130,     128.173,      3,"",    255,        0.51,    130,       19.00,    130,"",    255
00:00:00 20/08/2005,         0.0,    130,     128.158,      3,"",    255,        3.37,    130,       19.00,    130,"",    255
00:00:00 21/08/2005,         0.0,    130,     128.147,      3,"",    255,        0.56,    130,       19.00,    130,"",    255
00:00:00 22/08/2005,         0.0,    130,     128.133,      3,"",    255,        3.41,    130,       19.00,    130,"",    255
00:00:00 23/08/2005,         0.0,    130,     128.117,      3,"",    255,        0.61,    130,       19.00,    130,"",    255
00:00:00 24/08/2005,         0.0,    130,     128.098,      3,"",    255,       -3.61,    130,       19.00,    130,"",    255
00:00:00 25/08/2005,         0.0,    130,     128.083,      3,"",    255,        3.48,    130,       19.00,    130,"",    255
00:00:00 26/08/2005,         0.0,    130,     128.068,      3,"",    255,        0.69,    130,       19.00,    130,"",    255
00:00:00 27/08/2005,         0.0,    130,     128.053,      3,"",    255,        3.52,    130,       19.00,    130,"",    255
00:00:00 28/08/2005,         1.1,    130,     128.035,      3,"",    255,        7.75,    130,       19.00,    130,"",    255
00:00:00 29/08/2005,         0.8,    130,     128.025,      3,"",    255,        0.75,    130,       19.00,    130,"",    255
