00:00:00 07/02/2000,         1.4,    130,     129.655,     33,   11079.961,    130,       34.00,    130,       34.00,    130,"",    255
00:00:00 08/02/2000,         0.0,    130,     129.655,     33,   11086.440,    130,       42.96,    130,       30.00,    130,"",    255
00:00:00 09/02/2000,         0.0,    130,     129.655,     33,   11086.440,    130,       17.03,    130,       30.00,    130,"",    255
00:00:00 10/02/2000,         0.0,    130,     129.656,     33,   11079.961,    130,       35.00,    130,       35.00,    130,"",    255
00:00:00 11/02/2000,         0.0,    130,     129.657,     33,   11079.961,    130,       30.00,    130,       30.00,    130,"",    255
00:00:00 12/02/2000,         4.4,    130,     129.658,     33,   11086.440,    130,       44.96,    130,       32.00,    130,"",    255
00:00:00 13/02/2000,        25.6,    130,     129.669,     33,   11118.900,    130,      135.95,    130,       84.00,    130,"",    255
00:00:00 14/02/2000,         4.0,    130,     129.689,     33,   11131.881,    130,       83.00,    130,      109.00,    130,"",    255
00:00:00 15/02/2000,         2.0,    130,     129.676,     33,   11112.391,    130,       52.01,    130,       65.00,    130,"",    255
00:00:00 16/02/2000,         0.0,    130,     129.666,     33,   11099.410,    130,       74.02,    130,       87.00,    130,"",    255
00:00:00 17/02/2000,         1.0,    130,     129.659,     33,   11092.920,    130,       75.00,    130,       75.00,    130,"",    255
00:00:00 18/02/2000,         0.0,    130,     129.655,     33,   11086.440,    130,       22.03,    130,       35.00,    130,"",    255
00:00:00 19/02/2000,         0.0,    130,     129.655,     33,   11079.961,    130,       32.00,    130,       32.00,    130,"",    255
00:00:00 20/02/2000,         0.0,    130,     129.655,     33,   11079.961,    130,       30.00,    130,       30.00,    130,"",    255
00:00:00 21/02/2000,         0.0,    130,     129.655,     33,   11079.961,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 22/02/2000,         0.6,    130,     129.655,     33,   11079.961,    130,       27.00,    130,       27.00,    130,"",    255
00:00:00 23/02/2000,         7.0,    130,     129.655,     33,   11079.961,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 24/02/2000,         2.4,    130,     129.655,     33,   11079.961,    130,       32.00,    130,       32.00,    130,"",    255
00:00:00 25/02/2000,         4.4,    130,     129.655,     33,   11079.961,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 26/02/2000,         0.0,    130,     129.652,     33,   11079.961,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 27/02/2000,         0.0,    130,     129.650,     33,   11079.961,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 28/02/2000,         2.0,    130,     129.650,     33,   11079.961,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 29/02/2000,         0.0,    130,     129.649,     33,   11079.961,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 01/03/2000,         1.0,    130,     129.649,     33,   11079.961,    130,       24.00,    130,       24.00,    130,"",    255
00:00:00 02/03/2000,         0.6,    130,     129.649,     33,   11079.961,    130,       26.00,    130,       26.00,    130,"",    255
00:00:00 03/03/2000,         0.0,    130,     129.648,     33,   11079.961,    130,       26.00,    130,       26.00,    130,"",    255
00:00:00 04/03/2000,         0.0,    130,     129.647,     33,   11073.485,    130,       11.04,    130,       24.00,    130,"",    255
00:00:00 05/03/2000,         2.4,    130,     129.644,     33,   11073.485,    130,       36.95,    130,       24.00,    130,"",    255
00:00:00 06/03/2000,         0.4,    130,     129.645,     33,   11073.485,    130,       10.04,    130,       23.00,    130,"",    255
00:00:00 07/03/2000,         7.2,    130,     129.645,     33,   11073.485,    130,       37.95,    130,       25.00,    130,"",    255
00:00:00 08/03/2000,        36.6,    130,     129.647,     33,   11092.931,    130,       77.93,    130,       52.00,    130,"",    255
00:00:00 09/03/2000,         4.8,    130,     129.665,     33,   11112.391,    130,       89.98,    130,       77.00,    130,"",    255
00:00:00 10/03/2000,         0.8,    130,     129.669,     33,   11112.391,    130,       54.01,    130,       67.00,    130,"",    255
00:00:00 11/03/2000,         0.6,    130,     129.664,     33,   11099.410,    130,       33.02,    130,       46.00,    130,"",    255
00:00:00 12/03/2000,         0.0,    130,     129.656,     33,   11086.440,    130,       21.03,    130,       34.00,    130,"",    255
00:00:00 13/03/2000,         0.0,    130,     129.652,     33,   11079.961,    130,       27.00,    130,       27.00,    130,"",    255
00:00:00 14/03/2000,         0.0,    130,     129.648,     33,   11079.961,    130,       23.00,    130,       23.00,    130,"",    255
00:00:00 15/03/2000,         0.6,    130,     129.640,     33,   11073.485,    130,        9.04,    130,       22.00,    130,"",    255
00:00:00 16/03/2000,         0.0,    130,     129.640,     33,   11067.010,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 17/03/2000,         0.0,    130,     129.639,     33,   11067.010,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 18/03/2000,         0.0,    130,     129.639,     33,   11067.010,    130,       20.00,    130,       20.00,    130,"",    255
00:00:00 19/03/2000,         0.0,    130,     129.638,     33,   11067.010,    130,       19.00,    130,       19.00,    130,"",    255
00:00:00 20/03/2000,         0.0,    130,     129.637,     33,   11060.540,    130,        5.05,    130,       18.00,    130,"",    255
00:00:00 21/03/2000,        18.6,    130,     129.632,     33,   11073.495,    130,       66.85,    130,       28.00,    130,"",    255
00:00:00 22/03/2000,         4.4,    130,     129.644,     33,   11086.440,    130,       30.03,    130,       43.00,    130,"",    255
00:00:00 23/03/2000,         1.0,    130,     129.650,     33,   11151.546,    130,      321.16,    130,      178.00,    130,"",    255
00:00:00 24/03/2000,         2.4,    130,     129.729,     33,   11177.500,    130,      121.74,    130,      213.00,    130,"",    255
00:00:00 25/03/2000,         0.0,    130,     129.690,     33,   11118.885,    130,       66.02,    130,       92.00,    130,"",    255
00:00:00 26/03/2000,         0.0,    130,     129.667,     33,   11099.410,    130,       44.02,    130,       57.00,    130,"",    255
00:00:00 27/03/2000,         0.6,    130,     129.657,     33,   11086.440,    130,       29.03,    130,       42.00,    130,"",    255
00:00:00 28/03/2000,         9.4,    130,     129.650,     33,   11079.961,    130,       37.00,    130,       37.00,    130,"",    255
00:00:00 29/03/2000,         0.8,    130,     129.647,     33,   11079.961,    130,       35.00,    130,       35.00,    130,"",    255
00:00:00 30/03/2000,         0.0,    130,     129.646,     33,   11079.961,    130,       31.00,    130,       31.00,    130,"",    255
00:00:00 31/03/2000,         0.0,    130,     129.646,     33,   11079.961,    130,       26.00,    130,       26.00,    130,"",    255
00:00:00 01/04/2000,         0.4,    130,     129.646,     33,   11079.961,    130,       23.00,    130,       23.00,    130,"",    255
00:00:00 02/04/2000,         0.0,    130,     129.646,     33,   11079.961,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 03/04/2000,         0.0,    130,     129.646,     33,   11079.961,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 04/04/2000,         0.0,    130,     129.645,     33,   11079.961,    130,       20.00,    130,       20.00,    130,"",    255
00:00:00 05/04/2000,         1.2,    130,     129.645,     33,   11079.961,    130,       19.00,    130,       19.00,    130,"",    255
00:00:00 06/04/2000,         0.4,    130,     129.644,     33,   11079.961,    130,       19.00,    130,       19.00,    130,"",    255
00:00:00 07/04/2000,         2.0,    130,     129.641,     33,   11079.961,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 08/04/2000,         4.2,    130,     129.641,     33,   11079.961,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 09/04/2000,         2.8,    130,     129.641,     33,   11079.961,    130,       30.00,    130,       30.00,    130,"",    255
00:00:00 10/04/2000,         0.6,    130,     129.641,     33,   11079.961,    130,       30.00,    130,       30.00,    130,"",    255
00:00:00 11/04/2000,         0.6,    130,     129.641,     33,   11073.485,    130,        9.04,    130,       22.00,    130,"",    255
00:00:00 12/04/2000,         3.6,    130,     129.641,     33,   11067.010,    130,       25.00,    130,       25.00,    130,"",    255
00:00:00 13/04/2000,         0.4,    130,     129.641,     33,   11067.010,    130,       23.00,    130,       23.00,    130,"",    255
00:00:00 14/04/2000,         0.0,    130,     129.638,     33,   11067.010,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 15/04/2000,         0.0,    130,     129.637,     33,   11067.010,    130,       21.00,    130,       21.00,    130,"",    255
00:00:00 16/04/2000,         1.6,    130,     129.636,     33,   11067.010,    130,       18.00,    130,       18.00,    130,"",    255
00:00:00 17/04/2000,         0.0,    130,     129.636,     33,   11067.010,    130,       17.00,    130,       17.00,    130,"",    255
00:00:00 18/04/2000,         0.0,    130,     129.636,     33,   11067.010,    130,       17.00,    130,       17.00,    130,"",    255
00:00:00 19/04/2000,         2.0,    130,     129.636,     33,   11067.010,    130,       18.00,    130,       18.00,    130,"",    255
00:00:00 20/04/2000,         0.0,    130,     129.638,     33,   11067.010,    130,       18.00,    130,       18.00,    130,"",    255
00:00:00 21/04/2000,         0.0,    130,     129.638,     33,   11067.010,    130,       17.00,    130,       17.00,    130,"",    255
00:00:00 22/04/2000,         0.0,    130,     129.638,     33,   11067.010,    130,       14.00,    130,       14.00,    130,"",    255
00:00:00 23/04/2000,         2.6,    130,     129.639,     33,   11067.010,    130,       14.00,    130,       14.00,    130,"",    255
00:00:00 24/04/2000,         1.6,    130,     129.639,     33,   11073.485,    130,       27.95,    130,       15.00,    130,"",    255
00:00:00 25/04/2000,         3.6,    130,     129.640,     33,   11079.961,    130,       17.00,    130,       17.00,    130,"",    255
00:00:00 26/04/2000,        16.8,    130,     129.644,     33,   11092.931,    130,       72.93,    130,       47.00,    130,"",    255
00:00:00 27/04/2000,        15.4,    130,     129.681,     33,   11138.410,    130,      189.02,    130,      124.00,    130,"",    255
00:00:00 28/04/2000,         6.0,    130,     129.708,     33,   11151.395,    130,      108.95,    130,      148.00,    130,"",    255
00:00:00 29/04/2000,         6.6,    130,     129.695,     33,   11131.869,    130,      116.00,    130,      116.00,    130,"",    255
00:00:00 30/04/2000,         3.6,    130,     129.692,     33,   11125.375,    130,       89.00,    130,      102.00,    130,"",    255
00:00:00 01/05/2000,        26.6,    130,     129.690,     33,   11184.091,    130,      359.42,    130,      229.00,    130,"",    255
00:00:00 02/05/2000,         5.0,    130,     129.761,     33,   11223.150,    130,      237.70,    130,      290.00,    130,"",    255
00:00:00 03/05/2000,         3.0,    130,     129.734,     33,   11177.445,    130,      147.89,    130,      187.00,    130,"",    255
00:00:00 04/05/2000,         0.6,    130,     129.686,     33,   11093.056,    130,       58.32,    130,      188.00,    130,"",    255
00:00:00 05/05/2000,         0.0,    130,     129.605,     33,   11021.766,    130,       17.09,    130,       30.00,    130,"",    255
00:00:00 06/05/2000,         0.0,    130,     129.603,     33,   11041.160,    130,       62.70,    130,       11.00,    130,"",    255
00:00:00 07/05/2000,         2.0,    130,     129.640,     33,   11079.965,    130,       69.91,    130,       44.00,    130,"",    255
00:00:00 08/05/2000,         8.8,    130,     129.661,     33,   11105.900,    130,       93.95,    130,       68.00,    130,"",    255
00:00:00 09/05/2000,         0.4,    130,     129.680,     33,   11118.881,    130,       68.00,    130,       68.00,    130,"",    255
00:00:00 10/05/2000,         1.0,    130,     129.680,     33,   11118.881,    130,       83.00,    130,       83.00,    130,"",    255
00:00:00 11/05/2000,         1.2,    130,     129.677,     33,   11112.391,    130,       59.01,    130,       72.00,    130,"",    255
00:00:00 12/05/2000,         0.4,    130,     129.671,     33,   11105.900,    130,       64.00,    130,       64.00,    130,"",    255
00:00:00 13/05/2000,         0.0,    130,     129.670,     33,   11105.900,    130,       58.00,    130,       58.00,    130,"",    255
00:00:00 14/05/2000,         0.0,    130,     129.667,     33,   11099.410,    130,       39.02,    130,       52.00,    130,"",    255
00:00:00 15/05/2000,         0.0,    130,     129.665,     33,   11092.920,    130,       47.00,    130,       47.00,    130,"",    255
00:00:00 16/05/2000,         0.0,    130,     129.665,     33,   11092.920,    130,       43.00,    130,       43.00,    130,"",    255
00:00:00 17/05/2000,         0.0,    130,     129.665,     33,   11092.920,    130,       40.00,    130,       40.00,    130,"",    255
00:00:00 18/05/2000,         3.4,    130,     129.665,     33,   11099.410,    130,       55.97,    130,       43.00,    130,"",    255
00:00:00 19/05/2000,         0.0,    130,     129.665,     33,   11099.410,    130,       34.02,    130,       47.00,    130,"",    255
00:00:00 20/05/2000,         0.0,    130,     129.665,     33,   11092.920,    130,       45.00,    130,       45.00,    130,"",    255
00:00:00 21/05/2000,         2.4,    130,     129.666,     33,   11092.920,    130,       42.00,    130,       42.00,    130,"",    255
00:00:00 22/05/2000,         0.6,    130,     129.667,     33,   11092.920,    130,       40.00,    130,       40.00,    130,"",    255
00:00:00 23/05/2000,         0.0,    130,     129.667,     33,   11092.920,    130,       40.00,    130,       40.00,    130,"",    255
00:00:00 24/05/2000,         4.6,    130,     129.668,     33,   11092.920,    130,       36.00,    130,       36.00,    130,"",    255
00:00:00 25/05/2000,         0.0,    130,     129.668,     33,   11092.920,    130,       33.00,    130,       33.00,    130,"",    255
00:00:00 26/05/2000,        28.0,    130,     129.672,     33,   11118.900,    130,       86.95,    130,       35.00,    130,"",    255
00:00:00 27/05/2000,         0.0,    130,     129.689,     33,   11131.881,    130,       27.00,    130,       53.00,    130,"",    255
00:00:00 28/05/2000,         0.0,    130,     129.677,     33,   11105.900,    130,       32.04,    130,       58.00,    130,"",    255
00:00:00 29/05/2000,         0.0,    130,     129.665,     33,   11092.920,    130,       43.00,    130,       43.00,    130,"",    255
00:00:00 30/05/2000,         0.0,    130,     129.659,     33,   11092.920,    130,       39.00,    130,       39.00,    130,"",    255
00:00:00 31/05/2000,         0.0,    130,     129.657,     33,   11086.440,    130,       20.03,    130,       33.00,    130,"",    255
00:00:00 01/06/2000,         0.0,    130,     129.656,     33,   11079.961,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 02/06/2000,         0.0,    130,     129.655,     33,   11079.961,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 03/06/2000,         0.0,    130,     129.655,     33,   11079.961,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 04/06/2000,         0.0,    130,     129.655,     33,   11079.961,    130,       26.00,    130,       26.00,    130,"",    255
00:00:00 05/06/2000,         0.0,    130,     129.655,     33,   11086.440,    130,       38.96,    130,       26.00,    130,"",    255
00:00:00 06/06/2000,         0.0,    130,     129.655,     33,   11092.920,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 07/06/2000,         0.0,    130,     129.655,     33,   11092.920,    130,       27.00,    130,       27.00,    130,"",    255
00:00:00 08/06/2000,         0.0,    130,     129.657,     33,   11092.920,    130,       25.00,    130,       25.00,    130,"",    255
00:00:00 09/06/2000,         0.0,    130,     129.662,     33,   11092.920,    130,       25.00,    130,       25.00,    130,"",    255
00:00:00 10/06/2000,        36.0,    130,     129.666,     33,   11138.440,    130,      184.03,    130,       93.00,    130,"",    255
00:00:00 11/06/2000,         5.6,    130,     129.735,     33,   11183.961,    130,      174.00,    130,      174.00,    130,"",    255
00:00:00 12/06/2000,         1.0,    130,     129.728,     33,   11164.421,    130,      109.92,    130,      149.00,    130,"",    255
00:00:00 13/06/2000,         2.0,    130,     129.699,     33,   11138.375,    130,       84.99,    130,       98.00,    130,"",    255
00:00:00 14/06/2000,         2.2,    130,     129.688,     33,   11125.375,    130,       64.00,    130,       77.00,    130,"",    255
00:00:00 15/06/2000,         4.0,    130,     129.683,     33,   11118.881,    130,       70.00,    130,       70.00,    130,"",    255
00:00:00 16/06/2000,         0.6,    130,     129.682,     33,   11118.881,    130,       67.00,    130,       67.00,    130,"",    255
00:00:00 17/06/2000,         0.0,    130,     129.681,     33,   11118.881,    130,       61.00,    130,       61.00,    130,"",    255
00:00:00 18/06/2000,         0.6,    130,     129.679,     33,   11118.881,    130,       55.00,    130,       55.00,    130,"",    255
00:00:00 19/06/2000,         0.0,    130,     129.675,     33,   11112.391,    130,       36.01,    130,       49.00,    130,"",    255
00:00:00 20/06/2000,         1.0,    130,     129.672,     33,   11105.900,    130,       49.00,    130,       49.00,    130,"",    255
00:00:00 21/06/2000,         0.0,    130,     129.670,     33,   11105.900,    130,       49.00,    130,       49.00,    130,"",    255
00:00:00 22/06/2000,         0.0,    130,     129.670,     33,   11105.900,    130,       44.00,    130,       44.00,    130,"",    255
00:00:00 23/06/2000,         0.0,    130,     129.668,     33,   11099.410,    130,       30.02,    130,       43.00,    130,"",    255
00:00:00 24/06/2000,         0.0,    130,     129.666,     33,   11092.920,    130,       33.00,    130,       33.00,    130,"",    255
00:00:00 25/06/2000,         1.0,    130,     129.665,     33,   11092.920,    130,       30.00,    130,       30.00,    130,"",    255
00:00:00 26/06/2000,         0.6,    130,     129.665,     33,   11099.410,    130,       45.97,    130,       33.00,    130,"",    255
00:00:00 27/06/2000,         0.4,    130,     129.665,     33,   11099.410,    130,       24.02,    130,       37.00,    130,"",    255
00:00:00 28/06/2000,         0.0,    130,     129.665,     33,   11092.920,    130,       35.00,    130,       35.00,    130,"",    255
00:00:00 29/06/2000,         0.0,    130,     129.666,     33,   11092.920,    130,       33.00,    130,       33.00,    130,"",    255
00:00:00 30/06/2000,         0.0,    130,     129.667,     33,   11092.920,    130,       32.00,    130,       32.00,    130,"",    255
00:00:00 01/07/2000,         0.0,    130,     129.667,     33,   11092.920,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 02/07/2000,         2.6,    130,     129.667,     33,   11092.920,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 03/07/2000,         0.4,    130,     129.667,     33,   11092.920,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 04/07/2000,         2.0,    130,     129.667,     33,   11092.920,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 05/07/2000,         0.0,    130,     129.667,     33,   11092.920,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 06/07/2000,         0.0,    130,     129.667,     33,   11092.920,    130,       30.00,    130,       30.00,    130,"",    255
00:00:00 07/07/2000,         0.0,    130,     129.667,     33,   11092.920,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 08/07/2000,         0.0,    130,     129.667,     33,   11092.920,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 09/07/2000,         0.6,    130,     129.667,     33,   11092.920,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 10/07/2000,        17.4,    130,     129.669,     33,   11105.900,    130,       77.95,    130,       52.00,    130,"",    255
00:00:00 11/07/2000,         0.0,    130,     129.671,     33,   11112.391,    130,       49.01,    130,       62.00,    130,"",    255
00:00:00 12/07/2000,         0.0,    130,     129.668,     33,   11099.410,    130,       31.02,    130,       44.00,    130,"",    255
00:00:00 13/07/2000,         0.0,    130,     129.663,     33,   11092.920,    130,       34.00,    130,       34.00,    130,"",    255
00:00:00 14/07/2000,         0.0,    130,     129.661,     33,   11092.920,    130,       29.00,    130,       29.00,    130,"",    255
00:00:00 15/07/2000,         0.0,    130,     129.657,     33,   11092.920,    130,       28.00,    130,       28.00,    130,"",    255
00:00:00 16/07/2000,         0.0,    130,     129.654,     33,   11086.440,    130,       15.03,    130,       28.00,    130,"",    255
00:00:00 17/07/2000,         0.0,    130,     129.645,     33,   11060.551,    130,       12.17,    130,       51.00,    130,"",    255
00:00:00 18/07/2000,         0.0,    130,     129.619,     33,   11028.226,    130,       25.17,    130,       51.00,    130,"",    255
00:00:00 19/07/2000,         0.0,    130,     129.597,     33,   10995.980,    130,       40.33,    130,       79.00,    130,"",    255
00:00:00 20/07/2000,         0.0,    130,     129.567,     33,   10970.215,    130,       17.13,    130,       30.00,    130,"",    255
00:00:00 21/07/2000,         0.0,    130,     129.557,     33,   10957.350,    130,       17.14,    130,       30.00,    130,"",    255
00:00:00 22/07/2000,         0.0,    130,     129.547,     33,   10944.500,    130,        7.15,    130,       20.00,    130,"",    255
00:00:00 23/07/2000,         0.0,    130,     129.540,     33,   10938.080,    130,        2.00,    130,        2.00,    130,"",    255
00:00:00 24/07/2000,         0.0,    130,     129.540,     33,   10944.500,    130,       14.84,    130,        2.00,    130,"",    255
00:00:00 25/07/2000,         0.0,    130,     129.557,     33,   10963.785,    130,       27.72,    130,        2.00,    130,"",    255
00:00:00 26/07/2000,         0.0,    130,     129.570,     33,   10976.650,    130,       32.00,    130,       32.00,    130,"",    255
00:00:00 27/07/2000,         0.0,    130,     129.570,     33,   10976.650,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 28/07/2000,         0.0,    130,     129.570,     33,   10976.650,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 29/07/2000,         0.0,    130,     129.570,     33,   10976.650,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 30/07/2000,         0.0,    130,     129.570,     33,   10976.650,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 31/07/2000,         0.0,    130,     129.565,     33,   10970.215,    130,        9.13,    130,       22.00,    130,"",    255
00:00:00 01/08/2000,         0.0,    130,     129.560,     33,   10963.779,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 02/08/2000,         0.0,    130,     129.560,     33,   10963.779,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 03/08/2000,         3.4,    130,     129.560,     33,   10963.779,    130,       18.00,    130,       18.00,    130,"",    255
00:00:00 04/08/2000,         4.0,    130,     129.557,     33,   10957.350,    130,        4.14,    130,       17.00,    130,"",    255
00:00:00 05/08/2000,         1.6,    130,     129.552,     33,   10950.920,    130,       22.00,    130,       22.00,    130,"",    255
00:00:00 06/08/2000,         3.0,    130,     129.550,     33,   10950.920,    130,       26.00,    130,       26.00,    130,"",    255
00:00:00 07/08/2000,         0.2,    130,     129.550,     33,   10950.920,    130,       19.00,    130,       19.00,    130,"",    255
00:00:00 08/08/2000,         0.0,    130,     129.550,     33,   10950.920,    130,       19.00,    130,       19.00,    130,"",    255
00:00:00 09/08/2000,         0.0,    130,     129.550,     33,   10950.920,    130,       19.00,    130,       19.00,    130,"",    255
00:00:00 10/08/2000,         0.0,    130,     129.549,     33,   10950.920,    130,       19.00,    130,       19.00,    130,"",    255
00:00:00 11/08/2000,         0.0,    130,     129.541,     33,   10944.500,    130,        6.15,    130,       19.00,    130,"",    255
00:00:00 12/08/2000,         1.2,    130,     129.540,     33,   10931.660,    130,        6.16,    130,       19.00,    130,"",    255
00:00:00 13/08/2000,         1.2,    130,     129.530,     33,   10925.240,    130,       19.00,    130,       19.00,    130,"",    255
00:00:00 14/08/2000,         0.0,    130,     129.533,     33,   10925.240,    130,       19.00,    130,       19.00,    130,"",    255
